Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Дом №63-42MBL: архитектура и основные данные,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42MBL.jpg,Проекты домов 120–150 м²,,"Проект дома №63-42MBL. Карточка использует настоящий фасад проекта, опубликованный на catalog-plans.ru. Карточка позволяет сразу увидеть проект, номер и базовые параметры дома. Параметры проекта: площадь 123,06 м²; 2 этажа; габариты 7.4×12.24 м; материал — монолитный каркас; стиль — хай-тек. Пин рассчитан на быстрый переход к полному описанию проекта на сайте. Дальше на сайте доступен полный набор данных: планы, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/63-42MBL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5663_63-42mbl_compare&utm_term=proekty-domov-120-150-m,,"проект дома 63-42MBL, проект №63-42MBL, Проекты домов 120–150 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 123,06 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
"Проект дома №63-42MF: планы, фасады и размеры",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42MF.jpg,Двухэтажные проекты домов,,"Проект дома №63-42MF. На превью показана реальная визуализация дома с catalog-plans.ru. Такой формат помогает быстро сопоставить внешний вид, площадь и параметры дома. Параметры проекта: площадь 124 м²; 2 этажа; габариты 9×11 м; материал — монолитный каркас; стиль — хай-тек. Такой пин особенно полезен, когда вы сравниваете сразу несколько вариантов. После перехода на сайт можно изучить планы этажей, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/63-42MF?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5664_63-42mf_site&utm_term=dvuhetazhnye-proekty-domov,,"проект дома 63-42MF, проект №63-42MF, Двухэтажные проекты домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 124 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Дом №63-42MFA: посмотреть параметры и проект,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42MFA.jpg,Проекты домов 2 этажа,,"Проект дома №63-42MFA. В карточке использован настоящий фасад проекта из каталога catalog-plans.ru. Это удобно для первого отбора проектов ещё до детального просмотра на сайте. Параметры проекта: площадь 122,5 м²; 2 этажа; габариты 9×11 м; материал — монолитный каркас; стиль — хай-тек. Это помогает быстрее решить, подходит ли проект по стилю и масштабу. На странице проекта доступны планировка, фасады, габариты и состав документации.",https://catalog-plans.ru/catalog/63-42MFA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5665_63-42mfa_facades&utm_term=proekty-domov-2-etazha,,"проект дома 63-42MFA, проект №63-42MFA, Проекты домов 2 этажа, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 122,5 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
"Проект №63-42N: фасады, размеры и планировка",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42N.jpg,Проекты домов из газобетона,,"Проект дома №63-42N. На обложке — исходное изображение этого дома с сайта catalog-plans.ru. Карточка ускоряет сравнение домов между собой и облегчает выбор в ленте Pinterest. Параметры проекта: площадь 193,59 м²; 2 этажа; габариты 17.51×16.06 м; материал — газобетон; стиль — хай-тек. Для выбора дома под постоянное проживание такой формат очень удобен. В карточке проекта на сайте вы увидите планы, фасады, размеры и другие детали.",https://catalog-plans.ru/catalog/63-42N?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5666_63-42n_estimate&utm_term=proekty-domov-iz-gazobetona,,"проект дома 63-42N, проект №63-42N, Проекты домов из газобетона, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 193,59 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №63-42NA: открыть характеристики проекта,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42NA.jpg,Проекты домов из газоблока,,"Проект дома №63-42NA. Для карточки взята реальная визуализация проекта с catalog-plans.ru. Так проще понять, стоит ли открывать проект подробнее и сохранять его в доску. Параметры проекта: площадь 165,21 м²; 2 этажа; габариты 13.06×15.16 м; материал — газобетон; стиль — хай-тек. Так проще не потерять интересный проект и вернуться к нему позже. После перехода откроются планы этажей, архитектурные виды и основные параметры проекта.",https://catalog-plans.ru/catalog/63-42NA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5667_63-42na_changes&utm_term=proekty-domov-iz-gazobloka,,"проект дома 63-42NA, проект №63-42NA, Проекты домов из газоблока, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 165,21 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-42NAB: оценить метраж и фасад,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42NAB.jpg,Проекты домов в стиле хай-тек,,"Проект дома №63-42NAB. Пин собран на основе канонического изображения дома из catalog-plans.ru. Пин даёт быстрый предпросмотр фасада и ключевых характеристик проекта. Параметры проекта: площадь 136,56 м²; 2 этажа; габариты 8.76×15.26 м; материал — газобетон; стиль — хай-тек. Если подбираете дом под участок, такой предпросмотр экономит время. На сайте можно проверить планировку, размеры, фасады и дополнительные характеристики.",https://catalog-plans.ru/catalog/63-42NAB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5668_63-42nab_plans&utm_term=proekty-domov-v-stile-hay-tek,,"проект дома 63-42NAB, проект №63-42NAB, Проекты домов в стиле хай-тек, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 136,56 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №63-42NAD: сравнить внешний вид и параметры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42NAD.jpg,Дома хай-тек проекты,,"Проект дома №63-42NAD. На превью размещён реальный фасад проекта из карточки дома на catalog-plans.ru. Это хороший способ быстро оценить архитектурный образ и основные цифры проекта. Параметры проекта: площадь 165,21 м²; 2 этажа; габариты 13.16×16.46 м; материал — газобетон; стиль — хай-тек. Карточка хорошо работает для быстрого визуального сравнения проектов. Карточка проекта содержит планы, фасады, параметры и сведения для осознанного выбора.",https://catalog-plans.ru/catalog/63-42NAD?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5669_63-42nad_compare&utm_term=doma-hay-tek-proekty,,"проект дома 63-42NAD, проект №63-42NAD, Дома хай-тек проекты, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 165,21 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект №63-42NB: проверить размеры дома,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42NB.jpg,Проекты частных домов с планировкой,,"Проект дома №63-42NB. В основе этого пина лежит исходная визуализация дома с catalog-plans.ru. Такой формат делает выбор проекта более наглядным и быстрым. Параметры проекта: площадь 255,85 м²; 2 этажа; габариты 14.56×18.06 м; материал — газобетон; стиль — хай-тек. Это удобно, когда вы хотите видеть и фасад, и основные цифры в одном кадре. На странице проекта вы сможете сравнить параметры, посмотреть планы и оценить фасады.",https://catalog-plans.ru/catalog/63-42NB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5670_63-42nb_site&utm_term=proekty-chastnyh-domov-s-planirovkoy,,"проект дома 63-42NB, проект №63-42NB, Проекты частных домов с планировкой, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 255,85 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №63-42P: архитектура и основные данные,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42P.jpg,Проекты домов с размерами,,"Проект дома №63-42P. Карточка использует настоящий фасад проекта, опубликованный на catalog-plans.ru. Карточка позволяет сразу увидеть проект, номер и базовые параметры дома. Параметры проекта: площадь 133,98 м²; 2 этажа; габариты 9.5×14.6 м; материал — газобетон; стиль — хай-тек. Пин рассчитан на быстрый переход к полному описанию проекта на сайте. Дальше на сайте доступен полный набор данных: планы, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/63-42P?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5671_63-42p_facades&utm_term=proekty-domov-s-razmerami,,"проект дома 63-42P, проект №63-42P, Проекты домов с размерами, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 133,98 м², дом газобетон, дом хай-тек, catalog-plans.ru"
"Проект дома №63-42T: планы, фасады и размеры",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42T.jpg,Планы домов и коттеджей,,"Проект дома №63-42T. На превью показана реальная визуализация дома с catalog-plans.ru. Такой формат помогает быстро сопоставить внешний вид, площадь и параметры дома. Параметры проекта: площадь 108,69 м²; 2 этажа; габариты 8.36×12.03 м; материал — газобетон; стиль — хай-тек. Такой пин особенно полезен, когда вы сравниваете сразу несколько вариантов. После перехода на сайт можно изучить планы этажей, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/63-42T?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5672_63-42t_estimate&utm_term=plany-domov-i-kottedzhey,,"проект дома 63-42T, проект №63-42T, Планы домов и коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 108,69 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №63-42TAL: посмотреть параметры и проект,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42TAL.jpg,Красивые фасады частных домов,,"Проект дома №63-42TAL. В карточке использован настоящий фасад проекта из каталога catalog-plans.ru. Это удобно для первого отбора проектов ещё до детального просмотра на сайте. Параметры проекта: площадь 123,67 м²; 2 этажа; габариты 7.82×11.12 м; материал — газобетон; стиль — хай-тек. Это помогает быстрее решить, подходит ли проект по стилю и масштабу. На странице проекта доступны планировка, фасады, габариты и состав документации.",https://catalog-plans.ru/catalog/63-42TAL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5673_63-42tal_changes&utm_term=krasivye-fasady-chastnyh-domov,,"проект дома 63-42TAL, проект №63-42TAL, Красивые фасады частных домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 123,67 м², дом газобетон, дом хай-тек, catalog-plans.ru"
"Проект №63-42W: фасады, размеры и планировка",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42W.jpg,Готовые проекты коттеджей,,"Проект дома №63-42W. На обложке — исходное изображение этого дома с сайта catalog-plans.ru. Карточка ускоряет сравнение домов между собой и облегчает выбор в ленте Pinterest. Параметры проекта: площадь 173,71 м²; 2 этажа; габариты 10.5×13.08 м; материал — газобетон; стиль — хай-тек. Для выбора дома под постоянное проживание такой формат очень удобен. В карточке проекта на сайте вы увидите планы, фасады, размеры и другие детали.",https://catalog-plans.ru/catalog/63-42W?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5674_63-42w_plans&utm_term=gotovye-proekty-kottedzhey,,"проект дома 63-42W, проект №63-42W, Готовые проекты коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 173,71 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №63-42X: открыть характеристики проекта,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42X.jpg,Проекты загородных домов,,"Проект дома №63-42X. Для карточки взята реальная визуализация проекта с catalog-plans.ru. Так проще понять, стоит ли открывать проект подробнее и сохранять его в доску. Параметры проекта: площадь 108,72 м²; 2 этажа; габариты 7.96×13.46 м; материал — деревянный каркас; стиль — хай-тек. Так проще не потерять интересный проект и вернуться к нему позже. После перехода откроются планы этажей, архитектурные виды и основные параметры проекта.",https://catalog-plans.ru/catalog/63-42X?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5675_63-42x_compare&utm_term=proekty-zagorodnyh-domov,,"проект дома 63-42X, проект №63-42X, Проекты загородных домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 108,72 м², дом деревянный каркас, дом хай-тек, catalog-plans.ru"
Проект дома №63-42YMA: оценить метраж и фасад,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42YMA.jpg,Проекты домов для постоянного проживания,,"Проект дома №63-42YMA. Пин собран на основе канонического изображения дома из catalog-plans.ru. Пин даёт быстрый предпросмотр фасада и ключевых характеристик проекта. Параметры проекта: площадь 148,72 м²; 2 этажа; габариты 7.38×13.58 м; материал — газобетон; стиль — хай-тек. Если подбираете дом под участок, такой предпросмотр экономит время. На сайте можно проверить планировку, размеры, фасады и дополнительные характеристики.",https://catalog-plans.ru/catalog/63-42YMA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5676_63-42yma_site&utm_term=proekty-domov-dlya-postoyannogo-prozhivaniya,,"проект дома 63-42YMA, проект №63-42YMA, Проекты домов для постоянного проживания, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 148,72 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №63-42YMK: сравнить внешний вид и параметры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-42YMK.jpg,Проекты домов 150–200 м²,,"Проект дома №63-42YMK. На превью размещён реальный фасад проекта из карточки дома на catalog-plans.ru. Это хороший способ быстро оценить архитектурный образ и основные цифры проекта. Параметры проекта: площадь 152,09 м²; 2 этажа; габариты 7.5×13.7 м; материал — монолитный каркас; стиль — хай-тек. Карточка хорошо работает для быстрого визуального сравнения проектов. Карточка проекта содержит планы, фасады, параметры и сведения для осознанного выбора.",https://catalog-plans.ru/catalog/63-42YMK?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5677_63-42ymk_facades&utm_term=proekty-domov-150-200-m,,"проект дома 63-42YMK, проект №63-42YMK, Проекты домов 150–200 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 152,09 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Проект №63-47: проверить размеры дома,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-47.jpg,Маленькие проекты домов,,"Проект дома №63-47. В основе этого пина лежит исходная визуализация дома с catalog-plans.ru. Такой формат делает выбор проекта более наглядным и быстрым. Параметры проекта: площадь 99,25 м²; 2 этажа; габариты 5.4×15 м; материал — газобетон; стиль — хай-тек. Это удобно, когда вы хотите видеть и фасад, и основные цифры в одном кадре. На странице проекта вы сможете сравнить параметры, посмотреть планы и оценить фасады.",https://catalog-plans.ru/catalog/63-47?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5678_63-47_estimate&utm_term=malenkie-proekty-domov,,"проект дома 63-47, проект №63-47, Маленькие проекты домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 99,25 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №63-74B: архитектура и основные данные,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-74B.jpg,Двухэтажные проекты домов,,"Проект дома №63-74B. Карточка использует настоящий фасад проекта, опубликованный на catalog-plans.ru. Карточка позволяет сразу увидеть проект, номер и базовые параметры дома. Параметры проекта: площадь 240,33 м²; 2 этажа; габариты 10.77×20.23 м; материал — монолитный каркас; стиль — хай-тек. Пин рассчитан на быстрый переход к полному описанию проекта на сайте. Дальше на сайте доступен полный набор данных: планы, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/63-74B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5679_63-74b_changes&utm_term=dvuhetazhnye-proekty-domov,,"проект дома 63-74B, проект №63-74B, Двухэтажные проекты домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 240,33 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
"Проект дома №63-74D: планы, фасады и размеры",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-74D.jpg,Проекты домов 2 этажа,,"Проект дома №63-74D. На превью показана реальная визуализация дома с catalog-plans.ru. Такой формат помогает быстро сопоставить внешний вид, площадь и параметры дома. Параметры проекта: площадь 306,5 м²; 2 этажа; габариты 10.65×25.71 м; материал — монолитный каркас; стиль — хай-тек. Такой пин особенно полезен, когда вы сравниваете сразу несколько вариантов. После перехода на сайт можно изучить планы этажей, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/63-74D?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5680_63-74d_plans&utm_term=proekty-domov-2-etazha,,"проект дома 63-74D, проект №63-74D, Проекты домов 2 этажа, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 306,5 м², дом монолитный каркас, дом хай-тек, catalog-plans.ru"
Дом №63-75: посмотреть параметры и проект,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-75.jpg,Проекты домов из газобетона,,"Проект дома №63-75. В карточке использован настоящий фасад проекта из каталога catalog-plans.ru. Это удобно для первого отбора проектов ещё до детального просмотра на сайте. Параметры проекта: площадь 88,98 м²; 2 этажа; габариты 8.3×9.6 м; материал — газобетон; стиль — европейский. Это помогает быстрее решить, подходит ли проект по стилю и масштабу. На странице проекта доступны планировка, фасады, габариты и состав документации.",https://catalog-plans.ru/catalog/63-75?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5681_63-75_compare&utm_term=proekty-domov-iz-gazobetona,,"проект дома 63-75, проект №63-75, Проекты домов из газобетона, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 88,98 м², дом газобетон, дом европейский, catalog-plans.ru"
"Проект №63-79DL: фасады, размеры и планировка",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-79DL.jpg,Проекты домов из газоблока,,"Проект дома №63-79DL. На обложке — исходное изображение этого дома с сайта catalog-plans.ru. Карточка ускоряет сравнение домов между собой и облегчает выбор в ленте Pinterest. Параметры проекта: площадь 381,56 м²; 2 этажа; габариты 15.35×19.9 м; материал — газобетон; стиль — стиль Райта. Для выбора дома под постоянное проживание такой формат очень удобен. В карточке проекта на сайте вы увидите планы, фасады, размеры и другие детали.",https://catalog-plans.ru/catalog/63-79DL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5682_63-79dl_site&utm_term=proekty-domov-iz-gazobloka,,"проект дома 63-79DL, проект №63-79DL, Проекты домов из газоблока, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 381,56 м², дом газобетон, дом стиль Райта, catalog-plans.ru"
Дом №63-90AK3L: открыть характеристики проекта,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-90AK3L.jpg,Проекты домов в стиле Райта,,"Проект дома №63-90AK3L. Для карточки взята реальная визуализация проекта с catalog-plans.ru. Так проще понять, стоит ли открывать проект подробнее и сохранять его в доску. Параметры проекта: площадь 186,26 м²; 2 этажа; габариты 11×15.32 м; материал — монолитный каркас; стиль — стиль Райта. Так проще не потерять интересный проект и вернуться к нему позже. После перехода откроются планы этажей, архитектурные виды и основные параметры проекта.",https://catalog-plans.ru/catalog/63-90AK3L?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5683_63-90ak3l_facades&utm_term=proekty-domov-v-stile-rayta,,"проект дома 63-90AK3L, проект №63-90AK3L, Проекты домов в стиле Райта, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 186,26 м², дом монолитный каркас, дом стиль Райта, catalog-plans.ru"
Проект дома №63-95WABB: оценить метраж и фасад,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/63-95WABB.jpg,Дома хай-тек проекты,,"Проект дома №63-95WABB. Пин собран на основе канонического изображения дома из catalog-plans.ru. Пин даёт быстрый предпросмотр фасада и ключевых характеристик проекта. Параметры проекта: площадь 266,51 м²; 2 этажа; габариты 14.55×17.15 м; материал — газобетон; стиль — хай-тек. Если подбираете дом под участок, такой предпросмотр экономит время. На сайте можно проверить планировку, размеры, фасады и дополнительные характеристики.",https://catalog-plans.ru/catalog/63-95WABB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5684_63-95wabb_estimate&utm_term=doma-hay-tek-proekty,,"проект дома 63-95WABB, проект №63-95WABB, Дома хай-тек проекты, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 266,51 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Дом №64-24B: сравнить внешний вид и параметры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/64-24B.jpg,Проекты частных домов с планировкой,,"Проект дома №64-24B. На превью размещён реальный фасад проекта из карточки дома на catalog-plans.ru. Это хороший способ быстро оценить архитектурный образ и основные цифры проекта. Параметры проекта: площадь 255,07 м²; 2 этажа; габариты 14.9×16.55 м; материал — газобетон; стиль — хай-тек. Карточка хорошо работает для быстрого визуального сравнения проектов. Карточка проекта содержит планы, фасады, параметры и сведения для осознанного выбора.",https://catalog-plans.ru/catalog/64-24B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5685_64-24b_changes&utm_term=proekty-chastnyh-domov-s-planirovkoy,,"проект дома 64-24B, проект №64-24B, Проекты частных домов с планировкой, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 255,07 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект №64-26B: проверить размеры дома,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/64-26B.jpg,Проекты домов с размерами,,"Проект дома №64-26B. В основе этого пина лежит исходная визуализация дома с catalog-plans.ru. Такой формат делает выбор проекта более наглядным и быстрым. Параметры проекта: площадь 150,14 м²; 1 этаж; габариты 11.5×16.5 м; материал — газобетон; стиль — современный. Это удобно, когда вы хотите видеть и фасад, и основные цифры в одном кадре. На странице проекта вы сможете сравнить параметры, посмотреть планы и оценить фасады.",https://catalog-plans.ru/catalog/64-26B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5686_64-26b_plans&utm_term=proekty-domov-s-razmerami,,"проект дома 64-26B, проект №64-26B, Проекты домов с размерами, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 150,14 м², дом газобетон, дом современный, catalog-plans.ru"
Дом №64-45: архитектура и основные данные,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/64-45.jpg,Планы домов и коттеджей,,"Проект дома №64-45. Карточка использует настоящий фасад проекта, опубликованный на catalog-plans.ru. Карточка позволяет сразу увидеть проект, номер и базовые параметры дома. Параметры проекта: площадь 181,99 м²; 2 этажа; габариты 13.6×9.9 м; материал — газобетон; стиль — стиль Райта. Пин рассчитан на быстрый переход к полному описанию проекта на сайте. Дальше на сайте доступен полный набор данных: планы, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/64-45?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5687_64-45_compare&utm_term=plany-domov-i-kottedzhey,,"проект дома 64-45, проект №64-45, Планы домов и коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 181,99 м², дом газобетон, дом стиль Райта, catalog-plans.ru"
"Проект дома №65-01: планы, фасады и размеры",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/65-01.jpg,Красивые фасады частных домов,,"Проект дома №65-01. На превью показана реальная визуализация дома с catalog-plans.ru. Такой формат помогает быстро сопоставить внешний вид, площадь и параметры дома. Параметры проекта: площадь 116,73 м²; 1 этаж; габариты 9.4×17.55 м; материал — газобетон; стиль — современный. Такой пин особенно полезен, когда вы сравниваете сразу несколько вариантов. После перехода на сайт можно изучить планы этажей, фасады, размеры и характеристики.",https://catalog-plans.ru/catalog/65-01?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5688_65-01_site&utm_term=krasivye-fasady-chastnyh-domov,,"проект дома 65-01, проект №65-01, Красивые фасады частных домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 116,73 м², дом газобетон, дом современный, catalog-plans.ru"
Дом №65-26BL: посмотреть параметры и проект,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-assets/pinterest/generated_batch_31_static_fixed/65-26BL.jpg,Готовые проекты коттеджей,,"Проект дома №65-26BL. В карточке использован настоящий фасад проекта из каталога catalog-plans.ru. Это удобно для первого отбора проектов ещё до детального просмотра на сайте. Параметры проекта: площадь 211,47 м²; 1 этаж; габариты 18.25×19.86 м; материал — газобетон; стиль — стиль Райта. Это помогает быстрее решить, подходит ли проект по стилю и масштабу. На странице проекта доступны планировка, фасады, габариты и состав документации.",https://catalog-plans.ru/catalog/65-26BL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_static_fixed_batch_31&utm_content=pin_5689_65-26bl_facades&utm_term=gotovye-proekty-kottedzhey,,"проект дома 65-26BL, проект №65-26BL, Готовые проекты коттеджей, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 211,47 м², дом газобетон, дом стиль Райта, catalog-plans.ru"
